CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
2.6,1072,-200,14.1,1120,124,711,1838,1045,23.7,46.0,1.3346,100
4.0,1447,-200,15.6,1167,684,466,1514,1694,16.4,44.6,0.8242,194
1.1,1002,-200,8.8,932,101,949,1405,917,15.2,31.0,0.5329,82
0.6,847,-200,2.7,634,-200,1012,1258,525,24.0,43.7,1.2876,-200
1.5,1050,-200,9.7,966,86,780,1748,1090,27.8,40.0,1.4691,80
1.5,1103,-200,7.0,857,230,681,1182,946,17.9,38.8,0.7883,123
2.2,1107,-200,12.9,1080,167,714,1675,1348,30.9,26.9,1.1835,138
0.3,732,-200,1.5,544,15,1353,1367,466,18.9,55.2,1.1895,24
1.6,1061,-200,8.8,931,195,699,1481,1015,18.5,69.5,1.4657,65
2.6,1167,162,8.1,904,169,846,1627,1051,12.7,80.6,1.1819,100
2.0,1093,-200,10.1,981,166,666,1676,733,32.7,33.0,1.5987,82
-200.0,1506,-200,20.7,1315,-200,512,1954,1395,23.9,54.6,1.5936,-200
-200.0,1092,-200,6.0,814,-200,794,1446,777,27.4,42.8,1.5344,-200
2.9,1140,-200,15.2,1155,320,733,1660,1105,23.6,42.8,1.23,112
1.0,849,-200,3.5,682,67,1215,1378,472,20.3,42.6,1.0045,72
1.9,1111,-200,7.0,856,176,746,1254,1036,14.7,60.3,1.0031,81
-200.0,1393,-200,21.6,1340,-200,529,2080,1500,23.2,68.4,1.9243,-200
3.5,1243,-200,25.0,1429,227,687,2093,1367,26.0,34.6,1.1485,161
0.6,888,-200,1.3,526,96,1134,912,744,4.5,65.1,0.5547,92
2.7,1234,-200,12.3,1060,349,509,1504,1251,18.3,54.8,1.1403,153
1.3,970,-200,8.0,900,70,856,1559,647,26.1,33.7,1.1228,77
2.0,1054,-200,12.6,1069,112,785,1766,817,36.1,22.7,1.3324,106
3.1,1321,-200,15.9,1178,381,552,1539,1491,18.4,49.6,1.0391,182
4.0,1330,-200,14.7,1140,195,759,1780,1062,20.7,42.8,1.0298,131
2.2,1225,-200,15.2,1155,178,643,1992,1338,27.3,46.4,1.6542,106
2.6,1296,-200,13.9,1113,419,604,1736,1073,19.8,81.0,1.8538,101
3.7,1451,-200,18.8,1264,683,497,1408,1965,9.5,47.2,0.5589,181
1.4,892,-200,7.4,874,119,923,1369,749,35.3,17.0,0.9546,106
4.5,1507,-200,19.8,1292,1017,479,1379,2110,7.3,50.8,0.5226,227
5.2,1523,-200,26.6,1470,702,414,1811,1783,11.4,68.0,0.9166,166
1.3,1010,96,5.1,769,77,1110,1396,895,8.3,64.9,0.7124,69
-200.0,1221,-200,22.6,1367,-200,722,2008,1330,18.4,45.7,0.9559,-200
1.5,882,-200,10.4,993,302,902,941,862,14.7,15.5,0.2586,141
-200.0,1559,-200,26.9,1476,-200,463,2022,1660,25.7,44.1,1.4331,-200
3.1,1286,454,15.7,1171,153,716,1821,1006,15.0,52.0,0.8817,102
1.6,1139,-200,7.2,865,209,625,1362,1119,16.5,63.8,1.1873,111
1.3,1039,-200,8.5,921,268,687,1556,1115,19.8,64.3,1.4678,92
1.9,1089,-200,10.4,993,131,801,1675,825,38.5,22.4,1.5018,143
1.3,1028,-200,7.8,890,180,733,1525,1323,19.4,75.1,1.6766,51
4.3,837,-200,6.5,835,390,896,960,1078,14.2,27.7,0.4451,146
5.0,1551,-200,23.0,1377,1000,564,1734,2038,15.3,63.2,1.0898,168
3.0,1091,-200,11.3,1025,533,666,1262,1130,6.0,83.0,0.78,93
3.0,1182,-200,14.1,1119,219,733,1831,1032,13.6,65.5,1.0184,121
1.8,1182,-200,9.3,951,479,634,1327,1143,8.8,79.4,0.9033,109
3.4,1325,-200,14.7,1140,583,542,1403,1468,6.8,77.9,0.7756,126
1.8,1114,151,7.7,887,92,1020,1438,768,21.3,26.4,0.6607,86
2.5,1277,-200,11.8,1043,306,614,1631,1155,25.0,50.1,1.563,99
2.2,1233,-200,15.2,1154,116,746,1740,1000,31.0,22.9,1.0144,115
3.4,1458,-200,13.2,1090,436,553,1383,1898,10.7,65.0,0.8378,147
2.9,1348,-200,17.2,1217,392,559,1816,1413,20.2,66.3,1.555,91
-200.0,752,-200,4.0,713,-200,1163,1144,435,37.3,10.9,0.6846,-200
3.2,1252,-200,17.8,1233,342,618,1759,1127,31.5,31.4,1.431,168
1.7,1011,-200,5.4,782,225,846,992,1019,6.8,48.6,0.4822,113
2.1,1223,-200,10.0,979,455,658,1120,1332,6.0,46.4,0.4367,224
1.8,1056,-200,11.3,1024,159,792,1555,1068,41.0,11.6,0.8872,121
1.4,1014,-200,7.2,864,167,745,1474,1097,16.9,75.4,1.4393,56
3.3,1590,-200,17.3,1219,602,410,1677,1830,17.6,59.7,1.188,147
6.5,-200,-200,-200.0,-200,1061,-200,-200,-200,-200.0,-200.0,-200.0,284
4.1,1442,-200,20.2,1301,231,704,1952,1372,15.8,50.3,0.8989,146
5.6,1603,-200,24.5,1417,808,459,1871,1621,14.2,75.8,1.2202,136
8.1,1759,-200,31.6,1588,1155,437,1971,2234,14.6,67.7,1.1164,205
1.0,855,-200,1.9,578,144,1121,855,599,5.7,54.3,0.5022,108
1.5,1067,-200,8.7,928,213,711,1564,1309,19.1,75.6,1.6519,51
2.0,1255,-200,9.6,963,126,781,1665,1024,18.9,52.2,1.1313,122
-200.0,1310,-200,18.7,1259,-200,620,1926,1240,28.6,48.2,1.8616,-200
-200.0,1174,-200,13.4,1097,-200,640,1596,1203,22.0,54.0,1.4114,-200
2.5,1263,-200,15.7,1171,192,759,2029,1290,24.0,49.3,1.4509,88
3.2,1256,-200,16.1,1184,613,582,1448,1276,9.3,71.2,0.8325,143
-200.0,1195,-200,11.3,1026,-200,637,1342,1150,12.0,60.8,0.852,-200
3.2,970,-200,5.3,776,295,873,1059,858,8.4,57.7,0.6376,108
-200.0,714,-200,2.3,605,146,1278,738,594,9.7,22.5,0.2698,94
-200.0,959,-200,7.8,892,-200,996,1616,866,21.0,48.1,1.178,-200
1.9,1030,-200,8.0,899,234,767,1275,836,17.7,51.5,1.0357,118
1.2,949,-200,7.8,890,-200,854,1484,884,18.8,59.8,1.2847,-200
-200.0,969,-200,5.5,788,224,854,938,1006,4.2,50.8,0.4234,139
1.8,991,-200,8.9,937,91,874,1581,644,15.1,54.5,0.9309,75
1.5,1080,-200,12.3,1059,107,733,1622,908,43.1,13.8,1.1803,123
0.6,852,46,2.9,646,59,1186,1321,793,14.2,52.2,0.8413,59
3.0,1436,451,15.2,1154,203,704,1872,1391,15.1,55.8,0.9486,96
1.7,1167,-200,6.6,838,240,660,1227,825,19.3,41.6,0.923,128
3.7,1525,242,18.2,1246,202,821,1847,1448,14.4,43.4,0.7084,145
5.1,1535,-200,31.2,1578,583,440,2125,1921,25.7,45.6,1.487,150
1.1,837,-200,3.7,693,26,1096,1178,584,15.4,53.6,0.9326,7
2.7,1301,-200,12.7,1074,532,574,1255,1636,13.5,35.0,0.5396,214
-200.0,904,-200,2.9,644,-200,949,1036,697,9.3,64.7,0.7575,-200
0.8,889,-200,2.3,603,112,1022,853,382,22.0,20.2,0.5274,80
-200.0,1152,-200,13.5,1099,-200,908,1706,954,28.5,25.8,0.9931,-200
2.1,1029,-200,10.4,993,124,816,1728,969,23.0,44.4,1.2354,114
2.9,1389,199,15.8,1173,190,898,1739,1363,28.0,19.1,0.7098,133
1.2,-200,-200,-200.0,-200,53,-200,-200,-200,-200.0,-200.0,-200.0,64
3.8,1434,-200,17.8,1234,477,476,1520,1676,14.6,41.0,0.6792,168
2.6,1245,-200,13.2,1091,147,734,1870,1134,24.9,45.6,1.4135,112
3.5,1411,-200,22.8,1371,1058,500,1484,1919,8.5,49.6,0.5517,235
0.6,840,-200,3.0,654,-200,1124,1489,614,20.8,58.4,1.4189,-200
2.3,1229,-200,12.2,1055,255,607,1668,1219,21.0,69.3,1.7058,96
1.0,854,-200,5.0,764,88,932,1476,922,19.3,51.4,1.1387,76
1.4,928,-200,6.5,837,62,808,1410,871,27.0,30.7,1.079,80
1.1,981,-200,4.2,721,103,866,1059,836,5.1,81.3,0.7204,59
1.6,1135,-200,5.7,800,196,705,1130,1304,7.8,65.5,0.6961,123
2.2,1242,-200,11.2,1022,266,630,1641,1139,24.8,56.4,1.7447,83
1.7,-200,-200,-200.0,-200,82,-200,-200,-200,-200.0,-200.0,-200.0,95
1.5,1067,-200,6.5,836,171,713,1206,690,21.4,36.4,0.9172,114
0.7,900,66,2.7,635,47,1207,1307,836,11.1,63.2,0.8331,60
0.6,899,-200,1.6,556,90,1001,1064,717,10.6,70.8,0.9033,66
1.5,969,-200,8.5,922,-200,906,1488,995,20.8,57.2,1.3925,-200
-200.0,1130,-200,4.2,720,-200,1063,1461,828,15.3,59.0,1.0181,-200
7.4,-200,-200,-200.0,-200,1037,-200,-200,-200,-200.0,-200.0,-200.0,208
7.8,1713,-200,36.6,1699,1020,371,2196,1943,15.4,73.0,1.2648,161
3.9,1606,-200,22.3,1360,649,396,1895,1771,15.4,63.4,1.1045,144
3.8,1152,-200,22.1,1355,245,628,1879,1620,30.5,22.7,0.9763,175
2.4,1150,-200,15.8,1173,266,608,1711,1195,20.0,63.3,1.4622,101
5.2,1319,-200,20.8,1319,600,539,1735,1384,16.7,58.0,1.0916,178
-200.0,733,-200,1.9,574,-200,1238,964,627,4.1,73.1,0.6074,-200
1.0,781,-200,3.9,704,183,1062,842,594,16.6,19.9,0.3728,92
1.1,915,-200,3.1,658,166,957,866,562,10.0,37.7,0.4643,121
2.7,1140,-200,14.2,1122,262,619,1602,1208,19.7,64.5,1.4594,103
3.4,-200,-200,-200.0,-200,561,-200,-200,-200,-200.0,-200.0,-200.0,174
0.7,807,-200,2.3,606,45,1340,1337,440,19.8,45.7,1.0424,54
3.2,1248,-200,14.4,1131,878,615,1296,1592,13.3,42.3,0.6448,187
3.3,1147,-200,15.3,1158,529,615,1200,1435,12.9,24.5,0.363,182
0.8,967,-200,4.7,749,84,996,1517,881,14.0,68.3,1.0884,57
4.9,1336,-200,18.6,1256,777,567,1320,1828,10.0,34.7,0.4259,224
6.7,1432,-200,36.9,1706,702,488,2098,1842,24.7,27.9,0.8559,204
3.4,1349,-200,17.9,1236,275,627,1964,1530,20.9,44.6,1.0872,125
1.5,1007,-200,5.9,809,81,876,1611,770,26.6,47.2,1.616,93
-200.0,1369,-200,20.3,1305,-200,513,1851,1421,18.8,73.7,1.5785,-200
1.5,891,-200,3.0,650,174,987,782,586,3.4,38.9,0.3076,126
-200.0,768,-200,2.1,591,24,1183,1402,606,20.8,50.3,1.2207,37
0.7,966,-200,2.0,587,106,921,1017,846,11.5,56.8,0.7706,90
1.8,959,-200,9.3,949,104,857,1640,949,25.2,36.4,1.1528,93
0.4,982,-200,5.3,780,39,974,1374,532,37.6,16.4,1.0458,54
5.7,1479,-200,27.5,1490,737,494,2146,1749,23.5,49.7,1.4156,159
3.3,1394,-200,19.9,1294,266,555,2031,1834,34.0,29.9,1.5614,190
1.2,978,75,4.0,711,48,1144,1304,750,11.0,56.6,0.7418,63
0.4,802,-200,3.0,651,22,1206,1282,403,32.4,19.3,0.922,34
2.0,1182,-200,12.5,1066,121,818,1663,965,30.6,20.2,0.8719,106
1.4,1001,-200,5.0,762,223,850,948,1155,3.0,60.2,0.4639,131
-200.0,993,-200,10.2,985,-200,950,1680,790,25.8,32.6,1.072,-200
1.9,1166,-200,10.8,1007,289,775,1391,1227,18.4,49.9,1.0453,117
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
0.7,877,-200,4.5,736,49,1077,1347,463,29.6,24.1,0.9831,65
-200.0,1129,-200,13.7,1107,-200,844,1742,940,25.9,26.9,0.8845,-200
0.4,910,-200,2.7,630,29,1061,1504,468,25.1,62.4,1.9602,35
1.9,1054,-200,5.6,794,235,830,1282,887,13.5,78.3,1.2097,93
2.3,1178,-200,7.4,873,316,700,1328,987,11.2,79.6,1.0587,137
0.2,1023,-200,3.3,672,184,819,1069,595,12.4,53.4,0.7669,118
-200.0,1428,-200,20.9,1321,-200,544,1779,1621,18.6,57.2,1.2146,-200
1.1,925,63,3.5,680,60,1223,1217,481,15.5,36.7,0.6438,76
-200.0,911,-200,4.0,710,-200,932,1226,850,17.5,57.1,1.1311,-200
0.6,881,-200,4.4,735,-200,876,1308,783,22.4,47.2,1.2593,-200
-200.0,1004,-200,8.5,921,-200,699,1495,1092,24.9,47.9,1.4855,-200
3.8,1125,-200,19.4,1279,241,662,1840,1256,32.0,20.1,0.9364,154
4.1,1469,-200,24.0,1403,758,452,1780,1665,8.8,73.2,0.8298,134
1.5,1068,-200,8.4,917,70,736,1728,916,30.8,45.0,1.9733,59
4.5,1256,-200,25.0,1430,255,660,2151,1380,30.8,27.2,1.1832,170
-200.0,760,-200,1.1,505,-200,1527,1413,452,17.3,77.2,1.5104,-200
1.3,1056,-200,5.8,802,52,824,1620,670,38.0,30.7,2.0022,47
1.8,974,-200,7.8,891,281,857,1005,912,17.8,21.0,0.4234,112
-200.0,1001,-200,5.7,799,67,829,1619,859,22.7,68.4,1.8627,72
0.7,902,38,1.8,568,38,1450,1253,479,9.1,68.1,0.789,54
1.9,1093,143,8.8,933,112,976,1454,777,13.4,41.0,0.6292,87
2.1,1073,-200,7.1,860,230,896,1058,1238,9.6,51.7,0.6163,110
1.7,1081,-200,9.0,938,181,697,1517,1273,18.4,71.5,1.5038,62
7.1,-200,-200,-200.0,-200,1075,-200,-200,-200,-200.0,-200.0,-200.0,289
-200.0,1163,-200,8.8,930,-200,849,1691,985,12.8,80.8,1.1863,-200
3.6,1387,-200,14.3,1127,516,530,1430,1615,13.4,55.9,0.8588,175
4.7,1418,-200,26.7,1471,728,542,2064,1600,27.1,42.2,1.4949,177
0.6,881,-200,2.9,647,-200,964,1250,550,25.5,38.2,1.2296,-200
4.1,1518,584,23.4,1389,314,589,2101,1703,15.9,48.5,0.8704,122
0.4,986,-200,5.3,781,60,1063,1633,693,17.6,81.6,1.6296,58
0.6,859,-200,2.5,620,32,1201,1316,445,16.2,52.8,0.9626,47
5.0,1440,-200,30.2,1556,310,517,2530,1561,22.9,52.4,1.4442,142
-200.0,1361,-200,21.0,1324,-200,540,2044,1549,23.5,69.2,1.9776,-200
3.3,1250,-200,12.1,1054,491,634,1407,1348,10.4,75.4,0.947,121
1.0,1025,-200,5.9,809,56,877,1606,690,29.6,37.7,1.544,68
2.1,926,-200,7.6,882,142,744,913,700,11.8,36.2,0.4999,111
1.1,970,-200,7.9,894,57,761,1649,756,32.5,40.6,1.9481,64
1.0,1038,57,3.5,684,85,1220,1279,688,14.4,38.5,0.6291,93
3.8,1228,-200,15.9,1178,693,621,1202,1628,8.0,38.3,0.4133,193
-200.0,947,-200,4.8,752,-200,1068,1434,620,17.9,44.8,0.9104,-200
-200.0,1125,-200,12.2,1056,-200,645,1716,929,33.8,29.2,1.5143,-200
-200.0,1004,-200,10.9,1012,-200,730,1460,906,17.1,54.2,1.0503,-200
2.3,1124,-200,8.3,910,389,717,1112,1340,5.9,66.4,0.6226,148
5.3,1576,-200,26.1,1458,418,463,2024,1637,25.2,45.8,1.4464,119
5.0,1386,-200,28.8,1522,505,560,1990,1469,34.1,23.0,1.2081,184
1.4,1060,-200,5.4,784,314,770,1117,941,5.5,79.5,0.7238,196
-200.0,881,-200,3.3,670,-200,979,978,697,10.5,46.9,0.5956,-200
2.2,1050,-200,8.2,909,342,742,1055,993,4.1,49.8,0.4117,206
1.0,918,-200,3.9,704,-200,920,1032,932,8.0,70.6,0.7607,-200
0.6,812,-200,2.6,626,24,1134,1471,625,20.3,58.9,1.3878,40
2.2,1379,-200,12.5,1068,171,899,1663,1374,23.8,28.2,0.8219,139
-200.0,1029,-200,5.6,791,-200,855,1567,651,33.3,33.1,1.6642,-200
-200.0,927,-200,3.8,698,-200,919,1537,555,35.5,34.9,1.9841,-200
0.9,938,-200,5.5,789,38,989,1536,864,16.4,62.2,1.1507,55
0.4,746,-200,2.6,624,8,1227,1209,410,36.3,18.4,1.0976,14
1.3,984,-200,4.3,727,197,891,908,913,4.1,42.9,0.3551,137
0.5,848,-200,1.1,509,36,1126,882,341,14.5,43.7,0.7163,35
2.8,1310,-200,13.5,1099,414,559,1481,1445,13.8,62.6,0.9862,158
2.8,1184,-200,15.3,1157,338,586,1685,1273,18.2,71.4,1.4776,94
-200.0,934,-200,1.8,569,20,1440,1280,397,12.3,67.7,0.9665,32
2.2,1147,188,11.8,1042,122,934,1538,830,18.7,26.0,0.5555,108
1.3,936,-200,7.3,871,108,990,1430,921,24.9,27.2,0.8429,97
2.3,1070,-200,8.7,928,410,701,1112,1088,7.0,48.1,0.4847,185
1.7,981,-200,10.2,985,99,779,1572,1020,24.3,36.3,1.0852,97
1.7,1020,-200,9.0,941,138,1016,1425,756,25.7,19.4,0.6304,95
1.0,975,-200,5.9,807,116,788,1423,904,20.3,70.6,1.6659,57
3.3,1247,-200,16.9,1206,313,600,1785,1233,26.2,48.7,1.6256,148
-200.0,942,-200,3.2,665,134,923,912,956,4.4,56.4,0.4761,91
1.8,951,-200,8.2,908,275,873,1314,904,19.7,40.2,0.9108,94
2.4,888,-200,3.8,700,225,956,999,721,9.2,55.8,0.6479,106
1.1,1023,-200,8.0,898,256,759,1034,899,10.7,33.1,0.4256,148
2.7,1267,332,13.1,1088,151,764,1740,1339,19.8,46.8,1.0702,129
3.7,-200,-200,-200.0,-200,646,-200,-200,-200,-200.0,-200.0,-200.0,232
4.3,1505,-200,22.3,1358,258,556,2248,1406,16.1,79.2,1.4398,113
1.9,-200,-200,-200.0,-200,256,-200,-200,-200,-200.0,-200.0,-200.0,164
4.2,1510,505,19.8,1291,342,675,1949,1435,9.5,69.6,0.8273,94
-200.0,1582,-200,26.2,1459,-200,448,2036,1776,21.3,66.1,1.6556,-200
3.2,1278,-200,16.1,1182,561,585,1734,1354,19.7,65.4,1.4854,132
0.8,845,-200,1.4,534,-200,1146,781,519,3.5,48.0,0.3822,-200
2.6,1288,-200,12.4,1064,317,539,1446,1123,22.8,34.9,0.9576,153
1.9,1067,-200,7.5,879,291,740,989,996,8.7,33.9,0.3832,194
1.2,1066,-200,6.6,839,47,740,1700,993,27.2,59.1,2.0997,49
1.2,1086,-200,9.9,974,58,707,1733,795,28.8,43.5,1.6989,91
2.1,1249,151,9.7,968,112,874,1527,926,17.3,34.7,0.6788,99
-200.0,1163,-200,16.0,1179,-200,608,1641,1180,22.2,43.2,1.1427,-200
-200.0,993,-200,8.3,913,-200,879,1601,989,12.6,65.4,0.9529,-200
5.0,1521,-200,26.6,1470,677,446,1977,1720,21.3,61.9,1.5463,139
8.6,-200,-200,-200.0,-200,1237,-200,-200,-200,-200.0,-200.0,-200.0,203
2.6,1171,-200,14.4,1129,156,631,1911,1346,33.5,36.0,1.8395,120
2.4,-200,-200,-200.0,-200,147,-200,-200,-200,-200.0,-200.0,-200.0,124
0.7,975,-200,4.5,737,32,896,1531,621,35.4,31.3,1.7736,39
2.1,1098,-200,14.2,1124,120,810,1716,871,25.2,29.7,0.9371,97
1.0,974,68,2.7,635,-200,1159,1387,778,12.9,68.5,1.0155,-200
0.7,812,-200,3.2,664,79,1212,1215,518,21.1,44.5,1.098,57
2.0,1072,-200,7.4,874,342,715,1033,1000,10.8,37.1,0.4794,153
-200.0,952,-200,4.8,756,-200,809,1518,825,22.7,58.1,1.5856,-200
0.8,905,-200,3.0,652,41,1076,1446,490,28.2,42.6,1.6062,54
3.3,1357,-200,16.0,1178,167,674,1782,1454,17.8,46.1,0.9344,124
2.1,941,-200,9.0,941,342,837,1036,884,18.8,20.0,0.4278,114
5.4,1640,-200,27.1,1480,955,432,1865,2041,13.8,67.0,1.0513,201
0.7,875,-200,3.5,682,34,983,1457,611,23.9,56.3,1.6489,36
-200.0,871,-200,2.6,628,-200,1243,1329,518,8.7,81.5,0.919,-200
1.2,-200,-200,-200.0,-200,167,-200,-200,-200,-200.0,-200.0,-200.0,104
1.7,1187,-200,6.8,850,242,653,1169,1383,7.6,72.7,0.7598,109
2.6,1054,-200,13.8,1110,174,765,1670,1167,25.0,28.7,0.8944,130
4.2,1326,-200,28.0,1504,600,510,1968,1609,15.1,59.0,1.0086,122
1.7,-200,-200,-200.0,-200,277,-200,-200,-200,-200.0,-200.0,-200.0,135
1.5,1071,-200,5.5,787,290,755,1146,947,3.8,83.8,0.6771,170
2.1,1095,-200,11.5,1032,187,621,1730,984,25.7,48.7,1.5825,98
1.9,996,-200,7.8,893,391,808,1237,895,9.5,70.0,0.8296,175
-200.0,1243,-200,10.5,997,-200,648,1587,1155,24.2,51.9,1.5426,-200
1.2,-200,-200,-200.0,-200,222,-200,-200,-200,-200.0,-200.0,-200.0,83
2.6,1187,-200,13.6,1104,208,727,1721,1391,17.6,43.3,0.8647,108
2.7,1283,-200,11.7,1039,500,549,1308,1724,14.7,41.2,0.6857,168
3.5,1357,-200,21.6,1339,572,657,1583,1639,17.4,53.3,1.0528,141
1.9,1111,-200,9.8,970,266,667,1594,1441,20.3,71.1,1.6803,62
4.1,1249,-200,20.5,1310,160,601,2114,1280,24.6,45.3,1.3767,126
1.2,-200,-200,-200.0,-200,56,-200,-200,-200,-200.0,-200.0,-200.0,68
1.3,1031,-200,4.4,732,162,872,1476,704,19.8,78.0,1.7879,69
1.9,1077,-200,6.9,852,325,773,1302,969,13.1,80.4,1.2038,108
1.8,1141,-200,7.8,892,244,686,1213,1141,8.0,73.4,0.7899,101
-200.0,825,-200,3.2,663,61,1203,1504,610,17.6,67.4,1.346,58
3.8,1459,-200,22.9,1375,412,467,2007,1690,26.0,51.9,1.7148,111
-200.0,873,-200,2.1,592,108,1076,869,915,4.5,53.8,0.4572,83
-200.0,1426,-200,23.9,1400,-200,612,2102,1488,19.9,45.0,1.0364,-200
1.7,971,-200,4.6,741,231,901,864,771,2.9,42.8,0.3276,145
1.0,953,86,4.4,735,54,999,1396,898,18.1,44.7,0.9186,74
2.2,949,-200,9.7,965,349,860,1041,892,8.7,33.7,0.379,138
2.4,1087,-200,14.1,1121,429,711,1177,1209,10.7,34.2,0.439,134
1.1,812,-200,3.0,652,210,1586,964,554,9.1,49.6,0.5765,106
4.3,1391,-200,21.5,1338,729,509,1514,1816,11.5,60.9,0.8249,183
1.7,1122,-200,8.7,926,105,805,1619,1174,16.9,58.8,1.125,88
0.3,779,-200,0.2,402,34,1665,684,257,2.8,52.6,0.3972,31
1.4,906,-200,7.7,885,-200,872,1304,912,13.5,59.4,0.9176,-200
1.7,1177,-200,5.8,800,222,696,1191,748,20.5,38.4,0.9161,139
1.4,947,-200,8.7,926,81,905,1484,659,31.9,20.4,0.9462,90
-200.0,852,-200,3.5,684,-200,982,1343,477,32.5,25.9,1.2437,-200
4.2,1564,334,20.1,1300,319,710,2029,1798,19.8,38.5,0.8801,155
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
0.4,835,-200,1.7,560,41,1409,1317,407,16.2,53.7,0.9799,49
-200.0,895,-200,3.3,672,19,941,1469,703,27.1,47.4,1.6809,36
-200.0,1145,-200,7.2,867,-200,739,1499,870,25.8,49.6,1.6213,-200
-200.0,1099,-200,10.4,993,-200,711,1507,1129,21.5,46.7,1.1837,-200
2.7,1011,-200,14.2,1122,203,808,1680,1071,26.1,24.7,0.8233,137
-200.0,1088,-200,15.3,1159,-200,666,1626,889,37.2,18.9,1.1774,-200
3.0,1321,-200,14.8,1144,162,732,1745,1243,19.8,37.2,0.8509,127
1.6,1124,163,6.9,853,149,960,1531,873,10.0,68.7,0.8456,99
3.3,1172,-200,15.3,1159,-200,597,1653,1290,27.4,30.8,1.1112,-200
1.0,1076,29,2.5,618,44,1395,1333,872,11.6,62.2,0.8473,63
4.4,1312,-200,20.1,1299,443,580,2016,1380,23.9,58.9,1.7276,135
1.2,1072,47,5.4,784,95,1066,1442,1114,15.5,51.9,0.9059,90
4.1,1311,-200,16.8,1203,761,542,1448,1428,7.7,84.3,0.8881,123
1.2,1061,-200,7.8,891,53,721,1697,894,29.0,48.5,1.9133,57
0.9,901,-200,3.2,662,125,1034,1127,678,13.3,63.6,0.9673,66
0.9,1042,66,3.8,697,-200,1056,1410,965,15.1,57.6,0.9796,-200
2.3,1452,-200,12.4,1063,142,856,1774,1146,18.5,46.3,0.9744,110
2.3,-200,-200,-200.0,-200,257,-200,-200,-200,-200.0,-200.0,-200.0,176
-200.0,960,-200,7.1,860,83,887,1417,559,34.8,19.5,1.0667,95
5.3,1590,-200,26.5,1466,999,448,1831,2003,13.3,66.9,1.0163,198
0.9,861,-200,2.0,585,94,1120,807,553,3.0,49.1,0.3774,77
2.3,1089,-200,8.4,916,293,710,1124,903,12.3,38.4,0.5488,152
2.6,1167,-200,17.0,1210,149,719,1944,1152,39.7,18.7,1.3306,144
2.6,1153,181,9.2,945,161,969,1425,911,22.7,22.9,0.6224,118
-200.0,1143,-200,14.1,1119,-200,610,1770,1103,31.8,30.5,1.4083,-200
-200.0,969,-200,2.4,611,-200,1239,1330,430,14.8,63.3,1.0584,-200
2.0,1141,-200,8.0,898,320,689,1014,1356,4.4,47.5,0.4017,174
-200.0,1005,-200,8.0,900,62,747,1620,1000,25.1,46.3,1.4486,81
1.5,1034,-200,5.1,769,261,816,952,1049,4.9,52.0,0.4548,167
6.7,1747,-200,37.1,1709,515,399,2370,1876,24.0,50.6,1.4892,128
6.2,1566,-200,26.8,1474,985,1049,1887,1681,12.3,79.7,1.1342,174
1.2,982,-200,4.8,752,196,844,1153,897,9.0,77.3,0.8873,77
-200.0,882,-200,4.3,729,108,875,1319,870,15.5,78.6,1.37,37
3.2,1430,-200,14.1,1121,178,814,1732,1322,16.0,48.4,0.8768,135
0.6,888,-200,2.2,598,26,1228,1397,500,16.4,62.1,1.1493,39
2.4,1392,-200,16.9,1206,650,521,1347,2199,8.5,57.8,0.6432,164
-200.0,1209,-200,18.5,1255,-200,588,1447,1499,8.1,59.1,0.6397,-200
0.6,893,46,1.4,540,43,1604,1268,413,7.6,83.2,0.8695,51
-200.0,877,-200,5.1,769,-200,962,1212,529,22.4,36.0,0.9621,-200
2.5,1285,333,14.2,1123,136,755,1741,1293,27.4,28.2,1.0098,121
3.4,1421,-200,15.8,1172,563,474,1513,1726,21.4,38.7,0.9724,184
2.1,1091,-200,9.8,971,273,703,1148,1187,5.4,64.1,0.5772,102
0.8,891,-200,3.3,668,147,991,819,549,9.7,30.8,0.3716,110
4.5,1491,721,23.3,1385,223,685,1915,1486,24.3,30.1,0.9012,165
2.6,1292,-200,10.7,1003,170,789,1753,1163,19.9,54.9,1.2632,108
2.1,-200,128,-200.0,-200,159,-200,-200,-200,-200.0,-200.0,-200.0,107
2.6,1238,-200,14.8,1144,188,565,1939,1433,28.5,48.5,1.8607,81
2.6,1523,-200,21.0,1324,620,451,1776,1502,12.8,71.8,1.0551,137
-200.0,979,-200,5.0,764,-200,1054,1462,572,19.7,44.4,1.0081,-200
1.5,1131,-200,5.6,793,228,728,1173,1054,11.8,53.4,0.7366,142
1.4,940,-200,6.4,829,209,823,901,716,13.6,22.7,0.3529,140
2.0,1207,112,8.6,924,118,1088,1488,850,18.0,34.8,0.7127,102
4.2,1448,-200,19.7,1288,870,518,1506,1839,15.8,50.1,0.892,251
1.5,1009,-200,8.3,911,196,788,1359,1177,19.8,47.7,1.0885,111
3.4,1374,-200,17.4,1222,602,516,1582,1671,13.7,66.8,1.0432,160
0.4,769,-200,2.0,586,60,1221,1134,650,17.1,52.5,1.013,45
1.8,1130,-200,5.8,803,267,772,1230,975,13.9,60.9,0.9644,127
